Vehicle,Description,StartLocation,EndLocation,MotionDuration,Mileage,Violations,StationaryDuration,NightDriveDuration,Stops,MaxSpeed,StopDuration,TotalDriveTime,Overrevving,Freewheeling,HarshBraking,HarshAcceleration,IdleTime,TotalWeekendMileage,NumberofNightTimeStops,NightDriveMileage,AverageSpeed,BatteryConnected,BatteryDisconnected,MaxDriving
KDC 254H,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 511X,,Warren Enterprises Limited ,Warren Enterprises Limited ,00:00:00,0,0,00:00:00,00:00:00,1,0,00:21:06,00:00:00,0,0,0,0,0,0,1,0,0,0,0,0
KDD 986B,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 514X,,Kenya Power Kileleshwa Substation ,Kenya Power Kileleshwa Substation ,00:00:00,74,17,00:00:00,00:00:52,5,78,00:11:11,00:03:12,0,0,0,0,294,0,1,26,23,0,0,0
KDC 256H,,Playway Education Center ,Playway Education Center ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 263J,,Mesora Supermarket Mumias Road,Mesora Supermarket Mumias Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 562M,,Ruparel Apartments ,Ruparel Apartments ,00:00:00,137,27,00:00:00,00:00:00,4,104,00:08:35,00:03:37,0,0,0,0,159,0,1,0,38,0,0,0
KDE 065U,,Deliverance Church Umoja ,Deliverance Church Umoja ,00:00:00,101,19,00:00:00,00:00:25,8,93,00:17:42,00:04:13,0,0,0,0,486,0,3,9,24,0,0,0
KCY 480D,,Kenya Pipeline Company Ltd. Outer Ring Road,Kenya Pipeline Company Ltd. Outer Ring Road,00:00:00,159,36,00:00:00,00:00:53,4,72,00:16:03,00:06:15,0,0,0,0,190,0,3,23,25,0,0,0
KDD 687E,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,166,18,00:00:00,00:01:16,7,100,00:17:11,00:05:34,0,0,0,0,501,0,4,48,30,0,0,0
KDE 064U,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 925J,,Jeatz Restaurant Chiromo Lane,Jeatz Restaurant Chiromo Lane,00:00:00,43,14,00:00:00,00:00:29,6,46,00:16:25,00:02:27,0,0,0,0,232,0,3,11,18,0,0,0
KDC 818W,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 264J,,St. Austins Secondary School Olengruone Avenue,St. Austins Secondary School Olengruone Avenue,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 589K,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 978N,,Sameer Africa Enterprise Road,Sameer Africa Enterprise Road,00:00:00,45,6,00:00:00,00:00:03,1,78,00:13:11,00:01:32,0,0,0,0,30,0,1,1,29,0,0,0
KDC 513X,,Athi River Epz,Athi River Epz,00:00:00,209,54,00:00:00,00:04:02,6,74,00:14:06,00:08:52,0,0,0,0,173,0,3,118,24,0,0,0
KDC 160K,,Pizza Inn Westlands Ring Road Westlands,Pizza Inn Westlands Ring Road Westlands,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 471D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 722N,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 277W,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 950V,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 479D,,The Green House Church ,The Green House Church ,00:00:00,50,6,00:00:00,00:00:20,3,78,00:07:50,00:01:21,0,0,0,0,67,0,2,13,37,0,0,0
KCY 806Z,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCX 989Y,,By The Way Garden Cafe Ring Road Westlands,By The Way Garden Cafe Ring Road Westlands,00:00:00,175,48,00:00:00,00:00:59,6,94,00:16:38,00:05:39,0,0,0,0,362,0,3,32,31,0,0,0
KCX 520Z,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 548U,,Mamba Village And Ostrich Park Langata North Road,Mamba Village And Ostrich Park Langata North Road,00:00:00,6,8,00:00:00,00:00:00,3,57,00:11:45,00:00:15,0,0,0,0,39,0,3,0,24,0,0,0
KCY 804Z,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 489G,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 947V,,Fly Over Waiyaki Way,Fly Over Waiyaki Way,00:00:00,105,12,00:00:00,00:00:13,2,94,00:05:01,00:07:07,0,0,0,0,218,0,0,4,15,0,0,0
KCX 952Y,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 481D,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 528M,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 563U,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 492D,,Umoja Selection Supermarket Moi Drive,Umoja Selection Supermarket Moi Drive,00:00:00,80,11,00:00:00,00:00:59,4,66,00:20:44,00:02:57,0,0,0,0,140,0,2,31,27,0,0,0
KCX 961Y,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 477D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDM 325H,,Kahawa,Kahawa,00:00:00,47,72,00:00:00,00:00:26,7,76,00:20:56,00:02:24,0,0,0,0,240,0,4,11,20,3,3,0
KCZ 560G,,D.Os Office Kayole ,D.Os Office Kayole ,00:00:00,0,0,00:00:00,00:00:00,1,0,00:23:58,00:00:00,0,0,0,0,0,0,1,0,0,0,0,0
KCU 557U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 547U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 951V,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 549U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDJ 215D,,Parliament Buildings Harambee Avenue,Parliament Buildings Harambee Avenue,00:00:00,178,79,00:00:00,00:00:29,9,91,00:16:57,00:06:02,0,0,0,0,400,0,4,13,30,0,0,0
KDB 454Z,,Kpa Complex Airport South Road,Kpa Complex Airport South Road,00:00:00,125,22,00:00:00,00:00:02,7,79,00:14:31,00:05:35,0,0,0,0,352,0,4,1,22,0,0,0
KCX 519Z,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 561M,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDD 112W,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 764C,,African Heritage Mombasa Road,African Heritage Mombasa Road,00:00:00,106,20,00:00:00,00:00:27,4,71,00:11:19,00:09:23,0,0,0,0,338,0,2,7,11,0,0,0
KDC 135K,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 821E,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 472D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDD 117W,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 527M,,Muslim Centre ,Muslim Centre ,00:00:00,0,3,00:00:00,00:00:00,1,0,00:05:53,00:00:00,0,0,0,0,70,0,1,0,0,0,0,0
KDB 455Z,,Athi River Epz,Athi River Epz,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 915Q,,Juanco - Vet Ngong,Juanco - Vet Ngong,00:00:00,131,98,00:00:00,00:00:42,7,159,00:08:20,00:06:54,0,0,0,0,675,0,1,29,19,0,0,0
KDC 254H,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 511X,,Warren Enterprises Limited ,Warren Enterprises Limited ,00:00:00,0,0,00:00:00,00:00:00,1,0,00:15:51,00:00:00,0,0,0,0,0,0,1,0,0,0,0,0
KDD 986B,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 514X,,Kenya Power Kileleshwa Substation ,Kenya Power Kileleshwa Substation ,00:00:00,179,43,00:00:00,00:00:00,5,159,00:08:34,00:06:25,0,0,0,0,376,0,1,0,28,0,0,0
KDC 256H,,Playway Education Center ,Playway Education Center ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 263J,,Mesora Supermarket Mumias Road,Mesora Supermarket Mumias Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 562M,,Ruparel Apartments ,Ruparel Apartments ,00:00:00,102,57,00:00:00,00:00:00,4,140,00:08:17,00:03:24,0,0,0,0,319,0,3,0,30,0,0,0
KDE 065U,,Deliverance Church Umoja ,Deliverance Church Umoja ,00:00:00,36,16,00:00:00,00:00:33,5,71,00:10:06,00:01:40,0,0,0,0,226,0,1,18,22,0,0,0
KCY 480D,,Kenya Pipeline Company Ltd. Outer Ring Road,Kenya Pipeline Company Ltd. Outer Ring Road,00:00:00,186,39,00:00:00,00:01:43,4,73,00:08:42,00:07:27,0,0,0,0,218,0,2,57,25,0,0,0
KDD 687E,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,168,18,00:00:00,00:01:09,4,85,00:08:29,00:07:24,0,0,0,0,366,0,2,31,23,0,0,0
KDE 064U,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 925J,,Jeatz Restaurant Chiromo Lane,Jeatz Restaurant Chiromo Lane,00:00:00,137,14,00:00:00,00:01:58,5,72,00:13:58,00:06:54,0,0,0,0,290,0,3,46,20,0,0,0
KDC 818W,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 264J,,St. Austins Secondary School Olengruone Avenue,St. Austins Secondary School Olengruone Avenue,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 589K,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 978N,,General Motors Enterprise Road,General Motors Enterprise Road,00:00:00,49,16,00:00:00,00:00:24,5,90,00:20:12,00:01:34,0,0,0,0,189,0,3,15,31,0,0,0
KDC 513X,,Athi River Epz,Athi River Epz,00:00:00,119,33,00:00:00,00:02:17,4,85,00:12:01,00:06:27,0,0,0,0,178,0,1,53,18,0,0,0
KDC 160K,,Pizza Inn Westlands Ring Road Westlands,Pizza Inn Westlands Ring Road Westlands,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 471D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 722N,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 277W,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 950V,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 479D,,The Green House Church ,The Green House Church ,00:00:00,53,4,00:00:00,00:00:00,1,67,00:12:28,00:01:58,0,0,0,0,773,0,0,0,27,0,0,0
KCY 806Z,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCX 989Y,,By The Way Garden Cafe Ring Road Westlands,By The Way Garden Cafe Ring Road Westlands,00:00:00,151,33,00:00:00,00:00:46,7,100,00:17:15,00:05:07,0,0,0,0,287,0,2,11,30,0,0,0
KCX 520Z,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 548U,,Mamba Village And Ostrich Park Langata North Road,Mamba Village And Ostrich Park Langata North Road,00:00:00,3,4,00:00:00,00:00:00,1,45,00:08:28,00:00:09,0,0,0,0,9,0,1,0,20,0,0,0
KCY 804Z,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 489G,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 947V,,Fly Over Waiyaki Way,Fly Over Waiyaki Way,00:00:00,106,3,00:00:00,00:00:07,2,78,00:05:09,00:08:34,0,0,0,0,263,0,0,4,12,0,0,0
KCX 952Y,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 481D,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 528M,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 563U,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 492D,,Umoja Selection Supermarket Moi Drive,Umoja Selection Supermarket Moi Drive,00:00:00,80,37,00:00:00,00:01:18,7,63,00:19:58,00:03:24,0,0,0,0,217,80,4,34,24,0,0,0
KCX 961Y,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 477D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDM 325H,,Kahawa,Kahawa,00:00:00,54,50,00:00:00,00:00:09,6,75,00:20:53,00:02:34,0,0,0,0,167,54,4,3,21,4,4,0
KCZ 560G,,D.Os Office Kayole ,D.Os Office Kayole ,00:00:00,0,0,00:00:00,00:00:00,1,0,00:23:58,00:00:00,0,0,0,0,0,0,1,0,0,0,0,0
KCU 557U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 547U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 951V,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCU 549U,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDJ 215D,,Parliament Buildings Harambee Avenue,Parliament Buildings Harambee Avenue,00:00:00,187,56,00:00:00,00:02:06,9,90,00:15:02,00:07:20,0,0,0,0,530,187,4,52,26,1,1,0
KDB 454Z,,Kpa Complex Airport South Road,Kpa Complex Airport South Road,00:00:00,150,16,00:00:00,00:00:00,6,75,00:11:00,00:05:22,0,0,0,0,272,150,2,0,28,0,0,0
KCX 519Z,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 561M,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDD 112W,,Muslim Centre ,Muslim Centre ,00:00:00,1,2,00:00:00,00:00:00,0,7,00:00:18,00:00:01,0,0,0,0,19,1,0,0,60,0,0,0
KDH 764C,,Gallagher Power Fence Systems Mombasa Road,Gallagher Power Fence Systems Mombasa Road,00:00:00,87,37,00:00:00,00:00:16,5,79,00:12:03,00:03:55,0,0,0,0,302,87,3,6,22,0,0,0
KDC 135K,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 821E,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 472D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDD 117W,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 527M,,Muslim Centre ,Muslim Centre ,00:00:00,0,1,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDB 455Z,,Athi River Epz,Athi River Epz,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 915Q,,Juanco - Vet Ngong,Juanco - Vet Ngong,00:00:00,145,55,00:00:00,00:01:27,4,72,00:13:21,00:08:26,0,0,0,0,382,145,0,50,17,0,0,0
KDC 254H,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 511X,,Warren Enterprises Limited ,Warren Enterprises Limited ,00:00:00,0,0,00:00:00,00:00:00,1,1,00:19:36,00:00:00,0,0,0,0,0,0,1,0,0,0,0,0
KDD 986B,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 514X,,Kenya Power Kileleshwa Substation ,Kenya Power Kileleshwa Substation ,00:00:00,19,8,00:00:00,00:00:00,1,66,00:10:00,00:01:02,0,0,0,0,23,19,0,0,18,0,0,0
KDC 256H,,Playway Education Center ,Playway Education Center ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 263J,,Mesora Supermarket Mumias Road,Mesora Supermarket Mumias Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 562M,,Ruparel Apartments ,Ruparel Apartments ,00:00:00,73,22,00:00:00,00:00:00,3,112,00:05:53,00:02:04,0,0,0,0,43,73,2,0,35,0,0,0
KDE 065U,,Deliverance Church Umoja ,Deliverance Church Umoja ,00:00:00,137,28,00:00:00,00:00:31,6,103,00:09:10,00:05:05,0,0,0,0,368,137,0,15,27,0,0,0
KCY 480D,,Kenya Pipeline Company Ltd. Outer Ring Road,Kenya Pipeline Company Ltd. Outer Ring Road,00:00:00,26,5,00:00:00,00:01:10,2,70,00:13:27,00:01:07,0,0,0,0,8,26,1,27,23,0,0,0
KDD 687E,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,161,23,00:00:00,00:01:14,8,78,00:14:59,00:07:21,0,0,0,0,498,161,4,33,22,0,0,0
KDE 064U,,Pesa Point Atm Ongata Rongai ,Pesa Point Atm Ongata Rongai ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDH 925J,,Jeatz Restaurant Chiromo Lane,Jeatz Restaurant Chiromo Lane,00:00:00,108,20,00:00:00,00:02:53,3,58,00:06:13,00:17:20,0,0,0,0,178,107,0,46,6,0,0,0
KDC 818W,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDG 264J,,St. Austins Secondary School Olengruone Avenue,St. Austins Secondary School Olengruone Avenue,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 589K,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 978N,,Total Mombasa Road (Imara Daima),Total Mombasa Road (Imara Daima),00:00:00,17,8,00:00:00,00:00:00,1,86,00:01:17,00:00:32,0,0,0,0,21,17,2,0,32,0,0,0
KDC 513X,,Athi River Epz,Athi River Epz,00:00:00,126,57,00:00:00,00:01:18,4,87,00:10:49,00:05:18,0,0,0,0,183,126,2,31,24,0,0,0
KDC 160K,,Pizza Inn Westlands Ring Road Westlands,Pizza Inn Westlands Ring Road Westlands,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 471D,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 722N,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 277W,,Great Jubilee Shopping Center Langata Road,Great Jubilee Shopping Center Langata Road,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KDC 950V,,Muslim Centre ,Muslim Centre ,00:00:00,0,0,00:00:00,00:00:00,0,0,00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
KCY 479D,,The Green House Church ,The Green House Church ,00:00:00,0,2,00:00:00,00:00:00,0,2,00:00:03,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
